,id,text,created_at,retweet_count,favorite_count,source,user_id,user_screen_name,user_name,user_created_at,user_description,user_followers_count,user_friends_count,user_location
2974,1132616645359296512,"RT @dytpqdlxn: 이집트와 그리스는 망한 나라?😱
지금도 멀쩡히 있는 국가들🌏인데요?
모르고 푸는 자의적해석은 이제 그만~🙅‍♂️

[HMBC] 계 17장 [다섯 왕]의 참 의미는?
▶ https://t.co/APdyanjwJC 

🍒천국가…",2019-05-26 11:57:05,467,0,Twitter for Android,1110844788180312064,ujb_0314_,은혜,2019-03-27 10:03:30,,12,16,
2975,1132615590709825540,"RT @dytpqdlxn: 이집트와 그리스는 망한 나라?😱
지금도 멀쩡히 있는 국가들🌏인데요?
모르고 푸는 자의적해석은 이제 그만~🙅‍♂️

[HMBC] 계 17장 [다섯 왕]의 참 의미는?
▶ https://t.co/APdyanjwJC  

🍒천국…",2019-05-26 11:52:54,434,0,Twitter for Android,1110844788180312064,ujb_0314_,은혜,2019-03-27 10:03:30,,12,16,
2976,1132615302829694976,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 11:51:45,301,0,Twitter for Android,1079985964028616705,JK_0901_23,꾹포리아,2019-01-01 06:21:33,"15살 된 아미입니당~!
친하게 지내요!!",8,10,
2977,1132614660727795713,@busy_dara 헉?! 지옥님....사고 안나셔서 정말 다행이에요...😱💦💦,2019-05-26 11:49:12,0,1,Twitter for Android,928477790352969728,jss31224,🎗판매글올리는 🌸 하늘별빛 ❄,2017-11-09 04:22:10,2n살 | 부산 | BJD  OB11  육일  캔디돌 | 냥3 집사 | 사진올리는 방 & 일상 | 친목 O  | 마음 도사 💖 | 언팔은 고의가 아닙니다..😭 트위터 오류,592,829,대한민국
2978,1132614598001979392,@glii__bom 뭐라구요????????!!!!!!!!😱😱😱😱,2019-05-26 11:48:57,0,0,Twitter for iPhone,955378764531159040,oosshoony,단,2018-01-22 09:57:02,변화가 필요해.,62,93,대한민국 대구
2979,1132613653474136064,내일 나와라😩😰🔥 https://t.co/M14s8vbZWA,2019-05-26 11:45:12,0,1,Twitter for Android,2881442580,yb011244,🇰🇷李銀京이은경🇰🇷日本に東京26살,2014-10-29 02:29:43,코스어/K-POP/J-POP♥/CoLoN:♥/日本語 翻訳♥/@BOYF_KM/@nonsuke_duck/@kakeru_prizm(プリズムパレット)프리즘 팔레트@dRcjo84CGg478UR,465,137,대한민국 서울
2980,1132612841557512192,"친구와 노래방 🎤 한국어 어려운 😱
 #韓国人と友達になりたい https://t.co/DEDMMTcRM7",2019-05-26 11:41:59,0,4,Twitter for iPhone,1103300273139679232,_im9u,나유,2019-03-06 14:24:18,일본인 🇯🇵 친구가 됩시다 🥰🌸💜 DM으로 말하십시오,37,29,일본
2981,1132611276121575425,"RT @dytpqdlxn: 이집트와 그리스는 망한 나라?😱
지금도 멀쩡히 있는 국가들🌏인데요?
모르고 푸는 자의적해석은 이제 그만~🙅‍♂️

[HMBC] 계 17장 [다섯 왕]의 참 의미는?
▶ https://t.co/APdyanjwJC 

🍒천국가…",2019-05-26 11:35:45,467,0,Twitter Web Client,3107692926,beauty7313h,beauty,2015-03-25 16:31:27,맞팔100,466,1393,
2982,1132608545805852676,RT @ninahi_official: [RT+팔로 이벤트] 통크게 쏩니다! 화끈하게 50명 당첨 이벤트!!😱 코팅 태양계 뱃지의 지구+외행성계 텀블벅 프로젝트가 열흘간 진행됩니다. 이젠 부식걱정없이 마음 놓고 달고 다녀요!🥰  후원하기- https:…,2019-05-26 11:24:54,558,0,Twitter for Android,1070826252636811265,kookmintrue5813,LOONA,2018-12-06 23:44:08,호모녀이기 전에 찐보라아미,22,1102,I was so happy..
2983,1132608215722614786,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 11:23:36,301,0,Twitter for iPhone,1102161562326859778,zzazzim1,BTS_forever 💜💜💜,2019-03-03 10:59:28,BTS💜💜💜 본계정: @zzazzim / 투표용 부계정: @zzazzim2,62,55,
2984,1132607379973894144,"RT @BTSnunada_twt: &lt;YOUTUBE&gt;

ㆍBoy With Luv: 322,360,449
https://t.co/Wke189FPiE

ㆍDNA: 735,980,073
https://t.co/S8yEJgpZRu  

ㆍMIC Drop: 4…",2019-05-26 11:20:16,301,0,Twitter for Android,1013080079595786244,LC0Aqw77dYaDHXT,힘내자!보라해 방탄,2018-06-30 15:21:27,함께여서 행복한 것 처럼,3,11,
2985,1132607306644901889,RT @special1004: #jmt#존멋탱♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️ #존멋👍#존멋탱구리😍#인싸인척하기#현실은..😱 https://t.co/VrLyIKhigE,2019-05-26 11:19:59,1775,0,Twitter for iPhone,1011115340699353088,Leeteuk701_b,Leeteuk(fake) #그게좋은거야 #SJFM6/20~21,2018-06-25 05:14:17,..こんにちは~~~~~~~~~~~~~~~~~~~~~~~~~~~!!!!!!!僕はSuperJuniorリダ!!イトゥク(なりきり)です.. 존경하시는 분 →@special1004 .. リアルタイム @Leeteuk701RealT S:170315 RS:180625 #MC특 #요리특,61,66,"Seoul, Republic of Korea"
2986,1132607266987732998,"RT @dytpqdlxn: 이집트와 그리스는 망한 나라?😱
지금도 멀쩡히 있는 국가들🌏인데요?
모르고 푸는 자의적해석은 이제 그만~🙅‍♂️

[HMBC] 계 17장 [다섯 왕]의 참 의미는?
▶ https://t.co/APdyanjwJC  

🍒천국…",2019-05-26 11:19:49,434,0,Twitter for Android,1007628231376171009,Szalxk39FVNxevy,비밀,2018-06-15 14:17:46,나,96,317,경기도
